Epoch,Train Loss,Val Loss,Train Acc,Val Acc
1,1.668116568954542,1.522364991876755,0.3225469365007489,0.38980217330732797
2,1.4937101752313067,1.3859010540562908,0.41032428855062875,0.4584842574533296
3,1.4102731144195813,1.3166774901953466,0.4446689191542722,0.4887155196433547
4,1.3402538800305974,1.2544804920996218,0.48538785746629975,0.5214544441348565
5,1.2960596611904898,1.2249212854921419,0.5062872270019855,0.536500417943717
6,1.25750856555604,1.2074272689681276,0.5222055801316661,0.5410977988297576
7,1.2272406059387335,1.1558257363454536,0.5351631892437911,0.5536361103371412
8,1.1915839828488555,1.1568876220813573,0.5497579156362117,0.5586514349400947
9,1.1647666191988337,1.1217628533895934,0.5589884705144729,0.572582892170521
10,1.137498094145634,1.1358754549897327,0.5721550733219548,0.5677068821398719
11,1.1109020264035812,1.1133408496417685,0.5816642864606918,0.5823349122318194
12,1.0954491377873008,1.071387372993945,0.5919746420982968,0.5937587071607691
13,1.071041648583824,1.0859332777277664,0.5970601553519802,0.5874895514070771
14,1.065945748416162,1.0588266466202874,0.6005433836079278,0.6023962106436334
15,1.0308731783067284,1.0683870669993631,0.613361663589815,0.6078294789634996
16,1.0147877343351794,1.0674014913046812,0.6218607405343272,0.6029534689328504
17,1.0012919028157312,1.0347121478056323,0.6271204152008081,0.6118696015603232
18,0.9860967731243389,1.026744932118795,0.6308474694346721,0.619671217609362
19,0.9663939718084416,1.038701899266721,0.6412971542025149,0.615491780440234
20,0.9480440918532587,1.0216932131147598,0.6489602563655996,0.6264976316522708
21,0.9385107142181449,1.009243011142735,0.6534187885332126,0.6238506547784898
22,0.9343436920045146,1.029500148003975,0.6555783900519001,0.6170242407355809
23,0.9117590756303421,1.0081606555920932,0.6619178654777248,0.6327667874059627
24,0.8888837287020882,1.0189110288989702,0.6723675502455676,0.6277514628030092
25,0.8769592400878917,1.0203258780169329,0.6780452123027622,0.6355530788520479
26,0.8612098152424964,1.0406110376982487,0.6838970357727542,0.6245472276400111
27,0.8498772598740783,1.0420863701897634,0.6890522135915567,0.6294232376706603
28,0.8252378520361229,1.0425855302166833,0.6981086070570205,0.6269155753691836
29,0.813397126858613,1.0457938758859655,0.7016266675955275,0.6200891613262747
30,0.8096795000903786,1.0273987146422168,0.703786269114215,0.6365282808581778
31,0.7895009891236393,1.0032596142427428,0.7114145389947403,0.6336026748397883
32,0.7747866370136691,1.0203464051131947,0.7180326726810408,0.6409863471719142
33,0.7605351364795212,1.0534268576477577,0.7231181859347243,0.6326274728336584
34,0.7507483621161628,1.0373737311409683,0.7268104078860288,0.64084703259961
35,0.7327771956459062,1.0554522703130023,0.7360061304817305,0.6386179994427417
36,0.7202551364732652,1.0749132156969445,0.7393151973248807,0.6401504597380886
37,0.7082515104982514,1.0600113006088807,0.7456895050332648,0.6429367511841738
38,0.7014793360299719,1.1033338164466793,0.748406423072904,0.6411256617442185
39,0.6855638309524584,1.0785999102165347,0.7518199867637326,0.6425188074672611
40,0.6681770293742502,1.1052730814253036,0.7607370510989585,0.6322095291167457
41,0.6632326181303492,1.0894331713113727,0.7635236337037166,0.6411256617442185
42,0.6439176634825704,1.0897025413529113,0.7709080776063255,0.6347171914182224
43,0.6381411695339222,1.2029668565897607,0.7719878783656693,0.6375034828643076
44,0.636958232472202,1.0771513553066614,0.7743216412971542,0.6412649763165227
45,0.6117947333121366,1.0918125995333183,0.780452123027622,0.6450264697687378
46,0.604035214316048,1.115655696239397,0.786234281932495,0.6372248537196991
47,0.6115990954272262,1.1109418260526815,0.783308370197499,0.6402897743103929
48,0.5949253799357455,1.0897864526789014,0.7888118708418963,0.6455837280579548
49,0.5752756641933845,1.1546854734553527,0.7961963147445053,0.6409863471719142
50,0.5634420268673419,1.154856804069671,0.8010380020202724,0.6423794928949568
51,0.557146225574953,1.1691274444524922,0.8029537775610436,0.6352744497074394
52,0.5404241105972226,1.1708776858160252,0.8094674143996656,0.636667595430482
53,0.5312426328410013,1.2649114287825496,0.8114528545055557,0.6436333240456952
54,0.5194716881867238,1.2145999295259504,0.8168518583022746,0.6447478406241293
55,0.5051296414190016,1.2240743194281525,0.8196384409070326,0.6359710225689608
56,0.5223877693222924,1.1046538903297056,0.8191856212337595,0.6354137642797436
57,0.5033831591103071,1.1792506511283745,0.8221463652513149,0.6448871551964336
58,0.4893838889647825,1.2446767356255006,0.826326239158452,0.6430760657564781
59,0.4689336441208227,1.260641161265279,0.8352433034936779,0.6368069100027863
60,0.47339467016310743,1.233683280049427,0.8337803476261799,0.6411256617442185
61,0.4683779391073583,1.2393460841953157,0.8361141105576648,0.634577876845918
62,0.44780354234584524,1.2217286938681102,0.8406771395729562,0.6450264697687378
63,0.4753795341798688,1.297945215426933,0.83444216099481,0.6291446085260518
