Epoch,Train Loss,Val Loss,Train Acc,Val Acc
1,1.7053802936522078,1.5105160131619078,0.3035285102232749,0.40568403455001395
2,1.4959873874871512,1.3923118251203694,0.4068410602946811,0.44692114795207577
3,1.4286696706973743,1.3260258326020697,0.43944407677035074,0.4774310392867094
4,1.3555519341758366,1.2855985214589434,0.4767494513915497,0.5039008080245194
5,1.3021126104264538,1.2401852586155213,0.4957330453864642,0.5215937587071607
6,1.2621923671127362,1.2231649479316444,0.5128008638406075,0.532320980774589
7,1.2272614511606752,1.2003433390091152,0.5297990177296318,0.5444413485650599
8,1.2046479209551904,1.170914089161994,0.5377407781531924,0.5507105043187518
9,1.172155191074839,1.1469684403995364,0.5521613431328155,0.5583728057954862
10,1.1540617404541929,1.1480944787042178,0.5619840468145878,0.5610197826692672
11,1.1253739097324253,1.093528272364214,0.573339370928977,0.58790749512399
12,1.1036009635101787,1.1074157728583351,0.5845205336305688,0.5773195876288659
13,1.084467495185087,1.0931313140255572,0.5937859207913895,0.5923655614377263
14,1.0697346160006722,1.0725333927601641,0.5968859939391828,0.6015603232098078
15,1.0435154521199654,1.0948879513350256,0.6121773659827928,0.5936193925884647
16,1.0291070905070452,1.0411999215660224,0.6154864328259431,0.6128448035664531
17,1.0094123834354964,1.0335189633668798,0.6213382562959351,0.6138200055725829
18,0.9923374996045837,1.0329905187831425,0.6328677418231217,0.6193925884647534
19,0.9784821107360978,1.0316176994274349,0.6353756661674039,0.6212036779047089
20,0.9586604484608579,1.0295007944040682,0.6442578982200704,0.6163276678740597
21,0.9419103781824989,1.024944834129051,0.6504580445156571,0.6237113402061856
22,0.9224379540485924,1.0243299848551475,0.6583301403740988,0.6252438005015325
23,0.9098091277073352,1.0701157108637895,0.6606639033055837,0.6185567010309279
24,0.8901970609482949,1.025099278384102,0.6728900344839598,0.6277514628030092
25,0.8778130950203845,1.002477006617527,0.6739698352433035,0.6412649763165227
26,0.8607008369852241,1.0301390258151466,0.6800306524086523,0.6291446085260518
27,0.8486634993453543,1.0316238718103194,0.6893308718520325,0.6317915853998328
28,0.8335399491043144,0.9973642840599828,0.6939287331498833,0.6370855391473949
29,0.8147759666681954,1.0302929833307364,0.7008951896617786,0.6383393702981331
30,0.8024350120828676,1.0288050642158246,0.7065728517189731,0.6422401783226526
31,0.7836176674844163,1.0166221610571202,0.7121460169284893,0.6496238506547785
32,0.7705636277006197,1.0230254476313336,0.7186248214845519,0.6382000557258289
33,0.762269979109339,1.027712537925732,0.719147305722944,0.6294232376706603
34,0.7405413676603259,1.0360333983328003,0.7260440976697203,0.6294232376706603
35,0.7294612271623027,1.0527903986783627,0.7342645163537567,0.6369462245750905
36,0.717400122037505,1.016465383753977,0.7388623776516076,0.6458623572025634
37,0.7041485663908106,1.0775291161541154,0.7429725869936257,0.6375034828643076
38,0.6902983591085025,1.0666937352653867,0.7472221254658817,0.6415436054611312
39,0.6785484890419793,1.0607770639565048,0.7533526071963496,0.6448871551964336
40,0.6581638581241406,1.0565983391551503,0.7603538959908043,0.6485093340763444
41,0.6487263952291111,1.0939143594595,0.7650214218537741,0.6497631652270828
42,0.6403277612413204,1.0321600500303414,0.7690619666306733,0.6549178044023405
43,0.6265290350095475,1.0732926635158753,0.7747047964053084,0.6451657843410421
44,0.6124565048719183,1.0869406069606078,0.7799296387892298,0.650459738088604
45,0.5931653529032027,1.067987306114029,0.7830645442195827,0.654639175257732
46,0.5832375111063542,1.1183597213383307,0.7894388519279668,0.6426581220395653
47,0.5725900528490709,1.092067027974766,0.7925737573583197,0.6494845360824743
48,0.5660431264046175,1.1538214336392079,0.7958828242014699,0.6443298969072165
49,0.5574171355756876,1.14246867563086,0.7988435682190254,0.6497631652270828
50,0.5460032170570992,1.1886863853525214,0.8047302239715769,0.6485093340763444
51,0.5330460401838204,1.1793767921377662,0.8090842592915114,0.6486486486486487
52,0.5259829718422425,1.136312274880425,0.8109303702671636,0.6529674003900808
53,0.5111456308939331,1.14923164041045,0.8192901180814379,0.6394538868765672
54,0.5070992002746189,1.208446292650527,0.819951931450068,0.6522708275285595
55,0.49411733178292144,1.1917517607334693,0.8231913337280992,0.6464196154917804
56,0.4865951763740987,1.2160871284484929,0.8258037549200599,0.650459738088604
57,0.46497088075306753,1.2556704412565,0.833710683061061,0.647255502925606
